url,data_inicio,data_fim,esta_expirado
https://www.defesacivil.rs.gov.br/upload/recortes/202405/26193850_71910_TH.png,27/05/2024 19:30:00,28/05/2024 06:00:00,False
https://www.defesacivil.rs.gov.br/upload/recortes/202405/26184732_71899_TH.jpeg,27/05/2024 19:00:00,28/05/2024 07:00:00,False
https://www.defesacivil.rs.gov.br/upload/recortes/202405/26174053_71877_TH.png,27/05/2024 02:00:00,27/05/2024 11:00:00,False
https://www.defesacivil.rs.gov.br/upload/recortes/202405/24181127_71797_TH.jpeg,27/05/2024 00:00:00,28/05/2024 00:00:00,False
https://www.defesacivil.rs.gov.br/upload/recortes/202405/24181001_71786_TH.png,27/05/2024 00:00:00,28/05/2024 23:59:59,False
https://www.defesacivil.rs.gov.br/upload/recortes/202405/24121131_71700_TH.jpeg,25/05/2024 00:00:00,25/05/2024 11:00:00,True
